chr3	127590100	127591500
chr3	128067300	128068700
chr3	128075300	128076200
chr3	128076500	128077800
chr3	128080100	128081000
chr3	128123400	128124400
chr3	128339300	128339900
chr3	128343300	128344200
chr3	128415100	128417500
chr3	128424500	128425300
chr3	128482500	128483800
chr3	128495100	128496000
chr3	128496200	128497100
chr3	128532700	128533400
chr3	128547100	128548100
chr3	128548500	128549900
chr3	128725600	128726500
chr3	128803900	128804800
chr3	128845500	128846500
chr3	129015500	129017600
chr3	129054400	129055300
chr3	129056600	129057500
chr3	129112200	129112900
chr3	129119300	129121200
chr3	129226400	129227000
chr3	129238700	129239400
chr3	129249000	129250100
chr3	129413000	129413400
chr3	129413500	129414800
chr3	129439600	129440900
chr3	129449500	129450900
chr3	129461400	129463000
chr3	129490000	129490900
chr3	129586000	129587000
chr3	129599300	129600100
chr3	129686800	129687600
chr3	129773900	129774500
chr3	129793700	129794600
chr3	129820400	129821200
chr4	55308700	55327400
chr4	55343000	55350300
chr4	55351000	55360100
chr4	55376200	55388600
chr4	55427400	55447100
chr4	55539500	55558000
chr4	55558400	55565500
chr4	55631800	55643600
chr4	55651900	55671600
chr4	55835700	55841900
chr4	55937300	55960800
chr5	88246300	88255700
chr5	88265100	88273000
chr5	88374900	88379000
chr5	88379900	88383900
chr5	88729900	88736000
chr5	88803000	88817400
chr5	88822000	88831300
chr5	88835800	88843600
chr5	88880600	88885800
chr5	88920700	88925900
chr5	88928100	88931000
chr5	89040000	89050000
chr5	89050600	89059300
chr5	89069300	89070400
chr5	89122100	89138300
chr5	89395000	89398300
chr6	134288600	134289300
chr6	134293600	134294400
chr6	134295500	134296900
chr6	134314800	134316600
chr6	134358200	134358800
chr6	134373200	134374400
chr6	134585500	134586000
chr6	134980600	134981700
chr6	135006200	135007200
chr6	135073900	135076000
chr6	135083600	135086700
chr6	135087300	135089800
chr6	135093500	135094700
chr6	135097000	135097700
chr6	135098400	135098800
chr6	135109800	135110700
chr6	135117900	135119000
chr6	135144000	135149900
chr6	135179700	135186200
chr6	135191200	135193400
chr6	135194900	135196200
chr6	135261800	135263200
chr6	135280600	135281300
chr6	135291500	135292200
chr6	135299200	135299700
chr6	135304800	135305600
chr6	135306000	135307300
chr6	135318300	135326500
chr6	135496900	135499900
chr6	135523100	135523700
chr6	136226100	136227200
chr6	136234200	136235100
chr6	136236300	136237600
chr6	136249100	136251200
chr6	136251300	136251900
chr6	136287800	136291600
chr6	136307300	136307900
chr6	136334000	136334600
chr6	136401700	136404600
chr6	136420700	136421300
chr6	136426200	136427500
chr6	136499200	136499800
chr6	136501000	136501700
chr6	136565800	136567000
chr6	136609500	136611100
chr6	136668900	136669900
chr6	136735300	136741200
chr6	136743300	136745000
chr6	136754500	136756600
chr6	136761500	136762700
chr6	136789200	136793600
chr8	127541900	127597900
chr8	127598300	127630300
chr8	127720800	127769300
chr8	127781300	127807900
chr8	127831000	127835100
chr8	127835400	127846900
chr8	127847000	127862300
chr8	127881600	127924500
chr8	127924600	127984800
chr8	127998800	128041100
chr8	128041300	128118000
chr8	128119200	128279000
chr8	128282400	128310700
chr8	128310800	128344600
chr8	128349600	128453100
chr8	128468500	128548600
chr8	128548700	128556200
chr8	128556300	128557900
chr11	4093800	4096200
chr11	4194700	4195400
chr11	4658100	4659800
chr11	4891900	4892500
chr11	5107200	5107600
chr11	5128700	5130300
chr11	5130500	5132900
chr11	5151100	5152700
chr11	5160000	5160700
chr11	5204700	5205400
chr11	5224200	5226000
chr11	5234000	5234900
chr11	5241800	5249100
chr11	5258000	5259600
chr11	5274000	5277400
chr11	5277700	5283600
chr11	5283700	5290300
chr11	5290700	5292200
chr11	5297500	5298400
chr11	5334500	5336700
chr11	5503600	5506000
chr11	5530700	5532200
chr11	5591000	5592500
chr11	5595800	5597500
chr11	5621000	5621700
chr11	5684000	5685700
chr11	5809800	5811200
chr11	5815400	5816000
chr11	6249700	6250400
chr11	6388600	6391100
chr11	33159500	33162300
chr11	33207300	33209600
chr11	33319700	33323400
chr11	33340200	33343400
chr11	33687600	33711400
chr11	33715600	33726000
chr11	33733500	33740100
chr11	33866700	33879300
chr11	33880400	33889900
chr11	33890600	33908000
chr11	33909900	33913300
chr11	33932200	33943600
chr11	33943700	33946700
chr11	33952500	33957900
chr11	33994800	33995400
chr11	34044700	34046500
chr11	34047800	34055300
chr11	34233700	34237800
chr11	34238900	34246500
chr11	34370600	34372600
chr11	34425600	34428400
chr11	34437500	34441700
chr11	34578900	34589500
chr11	34599000	34607900
chr11	34608100	34615300
chr11	34615400	34664300
chr11	61788300	61868000
chr11	61868100	61897400
chr12	53726100	53728400
chr12	53948600	53951000
chr12	53983200	53985500
chr12	54017000	54019300
chr12	54032100	54034600
chr12	54080800	54083100
chr12	54191300	54192300
chr12	54214400	54215700
chr12	54215800	54218500
chr12	54261100	54263100
chr12	54279200	54284700
chr12	54285100	54289300
chr12	54290700	54297500
chr12	54297600	54305000
chr12	54306800	54308000
chr12	54324200	54325800
chr12	54336400	54338400
chr12	54351800	54352900
chr12	54357900	54360200
chr12	54378500	54380500
chr12	54389900	54391900
chr12	54417000	54417800
chr12	54472300	54474100
chr12	110760200	110761400
chr12	111031400	111070700
chr12	111396600	111397900
chr12	111402800	111415700
chr12	111433700	111439200
chr12	111596600	111600900
chr12	111624300	111625400
chr12	111635400	111638000
chr12	111705300	111706600
chr12	111740700	111742800
chr12	111839300	111844000
chr12	111975200	111976800
chr12	112107100	112109400
chr12	112115100	112115900
chr12	112116300	112117600
chr12	112121600	112123400
chr19	12293500	12295300
chr19	12331000	12331900
chr19	12411700	12412500
chr19	12543600	12545100
chr19	12610400	12611300
chr19	12757300	12758200
chr19	12777300	12778200
chr19	12782100	12783300
chr19	12784300	12785200
chr19	12791000	12791900
chr19	12793200	12794100
chr19	12801500	12802400
chr19	12835000	12836900
chr19	12847200	12848200
chr19	12880000	12889600
chr19	12889700	12895600
chr19	12930500	12936100
chr19	12936400	12941800
chr19	13012900	13013900
chr19	13022500	13023700
chr19	13051400	13052300
chr19	13069300	13070300
chr19	13102400	13103700
chr19	13116400	13117200
chr19	13117700	13119400
chr19	13150000	13150900
chr19	13151200	13152300
chr19	13152600	13153500
chr19	13162400	13164400
chr19	13260800	13261700
chr19	13381600	13382600
chr19	13428100	13429000
chr19	13582800	13583700
chr19	48321100	48322600
chr19	48325000	48326600
chr19	48332400	48334500
chr19	48362800	48364900
chr19	48424500	48425400
