chr3	127590100	127591500
chr3	127597900	127598800
chr3	127628700	127629600
chr3	128051800	128052700
chr3	128123400	128124400
chr3	128415100	128417500
chr3	128487400	128488500
chr3	128649900	128651200
chr3	128725600	128726500
chr3	128879100	128880100
chr3	129160600	129162200
chr3	129183500	129184400
chr3	129249000	129250100
chr3	129278400	129279300
chr3	129399200	129400500
chr3	129439600	129440900
chr3	129893000	129894300
chr4	55937300	55960800
chr5	88265100	88273000
chr5	88880600	88885800
chr6	135052000	135056600
chr6	135496900	135499900
chr6	136249100	136251200
chr6	136287800	136291600
chr6	136550100	136550800
chr8	127720800	127769300
chr8	128041300	128118000
chr11	4093800	4096200
chr11	4392900	4394000
chr11	5268000	5271200
chr11	5503600	5506000
chr11	5595800	5597500
chr11	5684000	5685700
chr11	6233500	6235900
chr11	6388600	6391100
chr11	33159500	33162300
chr11	33255200	33259500
chr11	33733500	33740100
chr11	33768000	33776700
chr11	33890600	33908000
chr11	33932200	33943600
chr11	34047800	34055300
chr11	34099700	34116500
chr11	34437500	34441700
chr11	61788300	61868000
chr12	53994900	53996200
chr12	53999200	54001000
chr12	54188500	54189800
chr12	54279200	54284700
chr12	54297600	54305000
chr12	54324200	54325800
chr12	54357900	54360200
chr12	54389900	54391900
chr12	54472300	54474100
chr12	54497200	54499100
chr12	111839300	111844000
chr12	112008900	112015100
chr12	112107100	112109400
chr12	112124800	112127700
chr19	12293500	12295300
chr19	12365000	12366500
chr19	12550900	12552100
chr19	12610400	12611300
chr19	12666300	12667200
chr19	12669100	12670200
chr19	12681000	12682200
chr19	12721800	12723200
chr19	12723500	12724400
chr19	12736500	12737900
chr19	12775200	12776100
chr19	12801500	12802400
chr19	12805700	12807200
chr19	12880000	12889600
chr19	12918800	12919800
chr19	12930500	12936100
chr19	12936400	12941800
chr19	12945300	12946700
chr19	12964700	12966100
chr19	13102400	13103700
chr19	13116400	13117200
chr19	13117700	13119400
chr19	13150000	13150900
chr19	13152600	13153500
chr19	48321100	48322600
chr19	48325000	48326600
chr19	48362800	48364900
chr19	48390300	48392100
chr19	48445000	48446400
chr19	48468500	48469700
chr19	48501100	48502800
chr19	48618800	48620000
chr19	48623800	48624700
chr19	48634100	48635000
chr19	48637100	48639600
chr19	48646000	48647200
chr19	48810600	48811400
chr19	48858500	48860700
chr19	48899800	48900700
chr19	48954200	48955300
chr19	48993000	48994300
chr19	49084500	49085800
chr19	49118400	49119700
chr19	49127600	49129900
chr19	49147900	49148800
chr19	49148900	49151100
chr19	49157300	49158200
chr19	49209800	49211100
chr19	49334700	49335500
chr19	49339900	49340800
chr19	49363100	49364300
chrX	46836500	46837900
chrX	46911900	46912700
chrX	47144200	47145600
chrX	47482200	47484400
chrX	47560700	47561900
chrX	47581900	47582700
chrX	47649000	47651200
chrX	47658300	47659700
chrX	47836000	47838100
chrX	48466400	48471400
chrX	48475100	48476900
chrX	48508100	48509800
chrX	48520700	48522700
chrX	48573600	48575400
chrX	48597000	48598700
chrX	48682700	48684200
chrX	48764800	48766300
chrX	48785600	48787000
chrX	48800200	48803000
chrX	48896500	48899400
chrX	48917000	48919600
chrX	48957200	48958900
chrX	49001200	49003000
chrX	49041400	49044400
chrX	49079400	49080600
chrX	49100400	49102100
chrX	49123100	49124100
chrX	49148400	49149400
chrX	49150100	49150800
chrX	49171400	49173100
chrX	49695600	49696500
chrX	49828800	49829700
