chr1	975500	976600	3
chr1	1023900	1025700	5
chr1	1032200	1033100	2
chr1	1041000	1042300	4
chr1	1062900	1063800	3
chr1	1064100	1065000	4
chr1	1079400	1080500	4
chr1	1080900	1081800	3
chr1	1122200	1122900	2
chr1	1149600	1150700	2
chr1	1153200	1154200	2
chr1	1157300	1158400	3
chr1	1158700	1159200	2
chr1	1162100	1162900	3
chr1	1217300	1218800	5
chr1	1223800	1224400	1
chr1	1225400	1226100	2
chr1	1227500	1228700	3
chr1	1237800	1239000	5
chr1	1250600	1251500	3
chr1	1260800	1261300	2
chr1	1284900	1285900	4
chr1	1290600	1292100	4
chr1	1302800	1303600	2
chr1	1315800	1316300	2
chr1	1318700	1320600	3
chr1	1320800	1321800	3
chr1	1324100	1324900	2
chr1	1342500	1343000	2
chr1	1343500	1343900	2
chr1	1345300	1345700	2
chr1	1346000	1346400	2
chr1	1346700	1347600	3
chr1	1349700	1350100	1
chr1	1353500	1354100	2
chr1	1374500	1375700	4
chr1	1406500	1407500	4
chr1	1411400	1411900	2
chr1	1430200	1431100	4
chr1	1440400	1441900	6
chr1	1504600	1505000	1
chr1	1506000	1506700	2
chr1	1551400	1552100	3
chr1	1566800	1567500	2
chr1	1574100	1575100	4
chr1	1625800	1627500	6
chr1	1627900	1628600	3
chr1	1629000	1629800	4
chr1	1656600	1657600	0
chr1	1678300	1679100	2
chr1	1685400	1686000	2
chr1	1686200	1686600	2
chr1	1686900	1687500	2
chr1	1789000	1789400	2
chr1	1815600	1816200	2
chr1	1826200	1826900	2
chr1	1859100	1859800	2
chr1	1894200	1895400	5
chr1	1906100	1906600	2
chr1	1907000	1907400	2
chr1	1907900	1910200	9
chr1	1933900	1934400	0
chr1	1959500	1960600	4
chr1	1968400	1969200	2
chr1	1969300	1970400	5
chr1	2044900	2045400	3
chr1	2053200	2054400	3
chr1	2108200	2108800	3
chr1	2133600	2134300	3
chr1	2139400	2140600	2
chr1	2140800	2141200	2
chr1	2190800	2191500	2
chr1	2289900	2290800	3
chr1	2307100	2307700	2
chr1	2316200	2317200	4
chr1	2611500	2612200	2
chr1	3164500	3165400	3
chr1	3165800	3166600	3
chr1	3509700	3510400	2
chr1	3510600	3511700	3
chr1	3673600	3675000	5
chr1	3675200	3676000	3
chr1	3680800	3681400	3
chr1	3868000	3869000	2
chr1	3869500	3870000	3
chr1	6127900	6128700	2
chr1	6156700	6157100	2
chr1	6157200	6158500	4
chr1	6182900	6184200	4
chr1	6187700	6188200	2
chr1	6189800	6190400	0
chr1	6218200	6219500	3
chr1	6220000	6220900	2
chr1	6221600	6222000	1
chr1	6222200	6223300	2
chr1	6223500	6224000	2
chr1	6224700	6225700	4
chr1	6248800	6250200	5
chr1	6353700	6354600	3
chr1	6354800	6355200	2
chr1	6378300	6379000	2
chr1	6414300	6415100	2
chr1	6446600	6447500	3
chr1	6447600	6448300	2
chr1	6449000	6449600	2
chr1	6470900	6472100	5
chr1	6472300	6472900	2
chr1	6475200	6476200	3
chr1	6476900	6477600	2
chr1	6523500	6524000	2
chr1	6524100	6524800	1
chr1	6553900	6554700	2
chr1	6579800	6580700	4
chr1	6599400	6600000	2
chr1	6701100	6702100	4
chr1	6859200	6859700	1
chr1	6860000	6860800	2
chr1	6861000	6861400	1
chr1	6961700	6962400	2
chr1	6962600	6964200	6
chr1	7312200	7312900	1
chr1	7313100	7314500	2
chr1	7547700	7548200	0
chr1	7549300	7549700	2
chr1	7550300	7551300	3
chr1	7551400	7552100	1
chr1	7703900	7704800	2
chr1	7704900	7705600	2
chr1	7912600	7913600	3
chr1	7953700	7955000	4
chr1	8013000	8013800	3
chr1	8034700	8035800	1
chr1	8043700	8044300	1
chr1	8046100	8046500	1
chr1	8047200	8047600	1
chr1	8047900	8048500	2
chr1	8048600	8049000	0
chr1	8049700	8050400	1
chr1	8065900	8066800	1
chr1	8100400	8101300	0
chr1	8104400	8105500	2
chr1	8106400	8107100	3
chr1	8107800	8108300	1
chr1	8113000	8114600	4
chr1	8115400	8115700	1
chr1	8115900	8116300	1
chr1	8117000	8117400	1
chr1	8118100	8118500	2
chr1	8119700	8120300	1
chr1	8120800	8121800	4
chr1	8125300	8126000	0
chr1	8131500	8132300	0
chr1	8132600	8133000	0
chr1	8133700	8135100	5
chr1	8136600	8137100	1
chr1	8137500	8138600	4
chr1	8139700	8140600	1
chr1	8143000	8143700	2
chr1	8147500	8148400	1
chr1	8153600	8154000	1
chr1	8154500	8155200	1
chr1	8155500	8156600	2
chr1	8156800	8157500	1
chr1	8164600	8165000	1
chr1	8166000	8166600	2
chr1	8166900	8167400	1
chr1	8167800	8168200	1
chr1	8169400	8171000	4
chr1	8181800	8183000	3
chr1	8183200	8183700	1
chr1	8183900	8184700	2
chr1	8188600	8189000	2
chr1	8189300	8190400	2
chr1	8191100	8191500	2
chr1	8193800	8194200	1
chr1	8196000	8196600	0
chr1	8197300	8197700	2
chr1	8197800	8198400	2
chr1	8199200	8199600	0
chr1	8199900	8201100	4
chr1	8202000	8202400	1
chr1	8203800	8204200	1
chr1	8204300	8204700	1
chr1	8210200	8210900	2
chr1	8211900	8212500	2
chr1	8212800	8213900	4
chr1	8215100	8216000	3
chr1	8231600	8232300	2
chr1	8232500	8233100	2
chr1	8352000	8352800	3
chr1	8373200	8374300	3
chr1	8863100	8863800	3
chr1	9411100	9411500	2
chr1	9412800	9414100	5
chr1	9724700	9725200	2
chr1	9892400	9893600	3
chr1	9893800	9894500	2
chr1	10230000	10230400	1
chr1	10230600	10231100	1
chr1	10398900	10399800	3
chr1	10598800	10600100	3
chr1	10744500	10745100	1
chr1	10778400	10778900	2
chr1	10779200	10780300	2
chr1	10803700	10805100	3
chr1	10900400	10902200	6
chr1	11052600	11053200	1
chr1	11099200	11100000	3
chr1	11261900	11262700	3
chr1	11374300	11374900	2
chr1	11650500	11651300	3
chr1	11660500	11660900	2
chr1	11680300	11681300	4
chr1	11707500	11708400	3
chr1	11784100	11785000	2
chr1	11787200	11788600	5
chr1	11789800	11791200	4
chr1	11791500	11791900	3
chr1	11821000	11822400	3
chr1	11929400	11931600	5
chr1	11938600	11939300	2
chr1	11939400	11939800	0
chr1	11940600	11941200	1
chr1	11942200	11943100	1
chr1	11943400	11944100	2
chr1	11944200	11945000	2
chr1	11946200	11947000	1
chr1	11947500	11948100	1
chr1	11960100	11960500	1
chr1	11967000	11967600	1
chr1	11980200	11981100	3
chr1	11981700	11982600	2
chr1	12001300	12002500	4
chr1	12014500	12015100	3
chr1	12051600	12052700	4
chr1	12080900	12082400	5
chr1	12159900	12160400	2
chr1	12160900	12162800	7
chr1	12178500	12179100	2
chr1	12206600	12207500	3
chr1	12432800	12433300	1
chr1	12433400	12434000	2
chr1	12434300	12435200	2
chr1	12469400	12470900	2
chr1	12475000	12476300	3
chr1	12477300	12477700	1
chr1	12478000	12478500	2
chr1	12478700	12479300	2
chr1	12488900	12489500	2
chr1	13766300	13766900	2
chr1	13921400	13921800	1
chr1	13921900	13922800	2
chr1	14995900	14997300	4
chr1	15065500	15066000	2
chr1	15337300	15338500	3
chr1	15438200	15439100	2
chr1	15440100	15440800	1
chr1	15617300	15618200	3
chr1	15654900	15655300	0
chr1	15793900	15794800	2
chr1	15795200	15795600	2
chr1	15796400	15796900	2
chr1	15833000	15833400	3
chr1	15834400	15835700	3
chr1	15836000	15836500	2
chr1	15836800	15837200	2
chr1	16133900	16135400	5
chr1	16143200	16144000	3
chr1	16144400	16144800	2
chr1	16146100	16146900	4
chr1	16147200	16147600	1
chr1	16148400	16149000	2
chr1	16171800	16172200	1
chr1	16174300	16174700	3
chr1	16174900	16175300	1
chr1	16175500	16175900	2
chr1	16176500	16177500	4
chr1	16181000	16181500	2
chr1	16181600	16182900	5
chr1	16206600	16207900	3
chr1	16208600	16209200	3
chr1	16215600	16216300	4
chr1	16904400	16906200	6
chr1	16906500	16906900	2
chr1	16975000	16975500	1
chr1	17259200	17259900	1
chr1	17488700	17489800	3
chr1	17569200	17571300	7
chr1	18926100	18926800	2
chr1	18927100	18928200	4
chr1	19209600	19210500	3
chr1	19251600	19252400	3
chr1	19341500	19342100	3
chr1	20494600	20495600	3
chr1	20496100	20496600	3
chr1	20496700	20497100	2
chr1	20575400	20576400	3
chr1	20611600	20612600	4
chr1	20612900	20613300	1
